enrollee_id,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
5061,0.926,1,1,0,1,5,9,4,5,5,150,0.0
19716,0.91,1,0,2,0,5,11,4,5,0,6,0.0
32221,0.92,1,1,2,0,2,15,1,5,2,4,0.0
13378,0.897,1,0,2,2,5,5,4,1,0,198,0.0
24146,0.624,1,0,2,0,5,5,4,5,0,135,0.0
10170,0.92,1,0,2,3,5,9,1,1,0,40,0.0
19805,0.624,1,0,2,0,5,8,4,5,0,6,1.0
7542,0.92,1,0,2,2,5,21,2,5,4,58,0.0
7256,0.92,1,0,2,0,2,4,4,5,0,88,1.0
19374,0.55,1,0,2,2,5,7,7,0,0,29,0.0
30694,0.92,1,0,2,0,5,6,4,5,4,168,0.0
12107,0.926,1,0,2,0,5,10,2,5,5,16,0.0
6608,0.887,1,0,2,0,5,13,7,5,0,192,0.0
27482,0.92,0,0,2,0,5,9,3,5,1,36,1.0
9366,0.624,1,0,2,0,5,7,4,5,5,35,1.0
24172,0.624,1,0,2,0,5,8,3,5,4,53,1.0
25410,0.698,1,1,0,0,5,0,4,5,0,74,1.0
32351,0.949,2,1,2,2,5,9,4,5,0,88,0.0
23481,0.92,1,0,2,2,5,21,3,5,4,43,1.0
6494,0.92,1,0,2,0,5,21,4,5,0,41,1.0
14572,0.624,1,0,2,2,5,8,4,4,3,33,1.0
6220,0.83,1,1,2,1,5,2,4,5,5,2,0.0
23388,0.804,1,0,2,2,5,9,4,5,1,25,1.0
18543,0.926,1,1,0,1,5,10,4,4,0,22,0.0
31280,0.92,1,1,2,0,5,15,1,5,4,8,0.0
12671,0.91,1,1,0,0,5,1,4,5,0,42,1.0
11676,0.698,1,1,0,0,5,5,4,5,5,72,1.0
33238,0.698,1,0,2,0,5,7,4,5,0,149,0.0
32215,0.92,1,0,2,0,5,21,1,5,4,49,0.0
2904,0.804,1,0,2,1,5,5,4,5,0,82,0.0
17398,0.767,1,0,2,0,5,9,4,5,0,50,1.0
1338,0.939,1,0,2,1,5,11,7,5,5,62,0.0
7580,0.789,1,0,2,0,5,8,1,5,0,212,1.0
19749,0.855,1,0,2,2,5,15,0,5,4,176,0.0
28748,0.926,1,1,0,2,5,14,5,4,0,8,0.0
17073,0.579,1,0,2,0,5,10,7,0,5,24,1.0
17226,0.624,1,1,2,0,5,1,4,5,5,31,0.0
32846,0.682,1,1,0,0,5,2,4,5,1,8,1.0
16388,0.804,1,0,0,1,5,6,4,5,0,99,0.0
27875,0.91,1,0,2,0,5,21,7,0,4,89,0.0
32968,0.92,1,1,2,0,5,3,4,5,0,32,0.0
1652,0.789,1,1,0,0,5,5,4,5,0,156,1.0
20060,0.624,1,0,0,2,5,12,4,4,0,35,0.0
10992,0.804,1,1,2,0,2,1,2,5,0,26,0.0
18654,0.579,0,1,2,1,5,3,4,5,5,218,0.0
6627,0.855,1,0,2,2,5,11,1,5,0,6,0.0
15800,0.926,1,0,0,0,5,3,4,5,0,54,0.0
30730,0.897,1,1,0,1,5,4,4,5,1,14,0.0
19049,0.725,1,1,0,2,5,8,4,5,0,27,0.0
21403,0.5579999999999999,1,0,0,0,5,4,7,5,1,19,0.0
25998,0.897,1,0,2,2,5,9,3,5,1,47,0.0
23807,0.722,1,1,2,2,5,12,4,5,4,98,0.0
30378,0.924,1,0,2,2,5,8,4,5,5,40,0.0
11092,0.92,1,0,2,0,5,14,4,5,1,39,0.0
4657,0.926,1,0,1,0,5,21,4,5,5,52,0.0
9316,0.899,1,0,2,0,5,6,5,5,1,28,1.0
31771,0.926,1,0,2,0,5,6,2,5,0,182,0.0
17742,0.698,1,1,0,0,5,7,1,5,1,44,0.0
26947,0.899,1,1,2,2,4,16,4,5,5,35,0.0
4708,0.7959999999999999,1,0,0,0,0,9,4,1,0,29,0.0
30391,0.91,1,1,0,1,5,4,4,5,0,78,0.0
16095,0.92,1,0,2,0,0,7,7,5,4,125,0.0
21031,0.92,0,0,2,0,2,1,4,5,0,35,1.0
24770,0.92,1,0,2,0,5,21,4,5,3,69,0.0
11892,0.893,1,0,2,0,5,6,1,0,0,52,0.0
15315,0.925,0,0,2,0,5,9,7,5,0,90,0.0
31497,0.855,1,0,2,1,5,17,4,5,0,56,0.0
18134,0.7759999999999999,1,0,2,2,5,11,4,5,0,153,0.0
21701,0.738,1,0,0,0,5,5,1,5,5,40,0.0
3742,0.92,0,0,2,2,5,11,0,5,4,47,0.0
2198,0.624,1,0,2,0,1,6,2,5,0,17,1.0
31698,0.92,1,0,2,2,5,21,4,5,4,51,1.0
364,0.91,1,0,2,0,5,21,2,4,4,23,0.0
5815,0.924,1,0,2,1,5,21,4,5,4,80,0.0
24632,0.92,1,1,2,3,5,21,6,4,4,19,0.0
31830,0.913,1,0,2,0,4,10,6,4,0,7,0.0
19277,0.855,1,0,2,0,5,7,2,5,1,100,1.0
9394,0.527,1,1,2,0,5,5,1,5,0,15,0.0
14380,0.92,1,0,2,0,0,9,4,5,0,9,0.0
28067,0.92,1,0,2,2,5,21,2,4,4,36,0.0
28108,0.92,1,0,2,3,5,21,4,5,0,72,1.0
27662,0.897,1,0,0,2,5,7,4,5,0,6,1.0
24805,0.92,1,0,2,0,5,6,1,5,0,25,0.0
27079,0.884,1,0,2,2,5,19,7,1,0,41,0.0
15813,0.926,1,0,2,1,5,9,4,5,0,42,0.0
30499,0.92,1,0,2,0,5,12,4,5,0,190,0.0
22287,0.764,1,0,2,2,5,14,1,2,0,51,0.0
1912,0.624,1,0,2,0,5,1,4,5,5,162,1.0
16545,0.939,1,1,0,1,5,2,4,5,5,46,0.0
18973,0.893,1,0,2,1,5,21,3,5,4,35,0.0
3692,0.762,1,0,1,0,5,12,5,5,1,70,0.0
16292,0.624,1,0,0,0,5,2,4,5,5,50,1.0
19090,0.92,1,0,2,0,5,9,2,5,4,16,0.0
32807,0.624,1,1,0,2,5,5,4,5,3,6,0.0
2713,0.91,1,0,2,0,5,10,3,5,0,9,0.0
21486,0.926,1,0,2,2,5,21,7,5,1,34,0.0
27986,0.89,0,0,2,1,5,16,2,5,2,48,0.0
27288,0.91,1,0,2,1,5,5,7,0,0,98,1.0
32562,0.479,1,0,2,0,5,18,4,5,5,61,1.0
33235,0.624,1,1,0,1,5,4,4,5,5,74,1.0
25059,0.913,1,0,2,3,5,21,7,0,4,17,0.0
10154,0.855,0,1,0,0,5,14,4,5,0,156,0.0
28567,0.897,1,0,2,2,5,5,4,5,4,8,0.0
27480,0.924,1,0,0,0,5,6,4,5,0,45,0.0
33013,0.804,1,1,0,1,5,6,0,0,0,43,0.0
14763,0.804,1,0,2,4,5,11,4,5,4,78,0.0
15612,0.527,1,0,2,0,5,2,0,5,5,28,0.0
15052,0.92,1,0,2,0,5,10,0,5,0,44,0.0
15045,0.743,1,0,2,0,5,12,1,5,2,100,0.0
1606,0.836,1,0,2,2,5,17,4,1,0,116,0.0
19973,0.92,1,0,2,0,5,16,3,5,0,48,0.0
12198,0.527,1,1,2,0,5,3,5,1,0,30,0.0
27791,0.92,1,0,1,0,5,5,7,0,0,17,1.0
23321,0.624,1,0,0,0,5,3,0,5,0,53,1.0
14129,0.878,1,0,2,1,5,17,4,5,0,34,0.0
11302,0.92,0,0,2,0,5,6,4,1,0,21,0.0
26669,0.92,1,0,2,0,5,6,4,5,1,148,0.0
2482,0.897,1,0,2,2,5,2,7,0,0,54,0.0
32974,0.92,1,0,1,0,5,6,2,5,0,26,0.0
19833,0.887,1,0,2,2,5,6,7,5,0,44,0.0
22626,0.924,1,0,0,0,5,6,4,5,0,86,0.0
30349,0.6659999999999999,1,0,2,0,5,12,1,5,4,32,0.0
27738,0.92,1,0,2,0,5,21,1,5,2,35,0.0
5666,0.926,1,0,2,2,5,14,4,5,0,23,1.0
27821,0.92,1,0,2,0,5,21,3,5,4,7,0.0
4277,0.884,1,0,1,0,5,21,4,5,1,6,1.0
16130,0.92,0,0,2,0,4,5,3,5,1,83,0.0
19635,0.698,1,1,0,0,5,5,3,5,0,24,0.0
32223,0.92,2,0,2,0,0,2,5,5,0,96,0.0
9092,0.924,1,1,2,0,5,7,4,5,3,90,0.0
12485,0.903,1,0,2,0,5,21,1,5,1,89,0.0
19536,0.624,1,0,2,2,5,5,5,5,0,10,1.0
8777,0.926,1,1,0,1,5,14,4,5,5,3,0.0
1902,0.767,1,0,0,0,5,6,5,2,0,155,0.0
17774,0.624,1,0,2,0,5,4,4,5,0,16,0.0
15078,0.92,1,1,2,0,5,11,4,5,0,35,1.0
11176,0.92,1,1,2,2,2,3,3,3,0,131,0.0
25455,0.92,1,0,2,0,5,21,0,5,1,160,0.0
25053,0.754,1,0,2,0,5,21,5,5,3,47,1.0
16781,0.91,1,0,2,0,5,21,0,5,0,30,0.0
25922,0.92,1,0,2,2,5,21,1,5,0,68,0.0
6607,0.624,1,0,0,0,5,5,7,0,5,57,1.0
29062,0.624,1,1,0,1,5,5,4,5,5,47,1.0
10203,0.762,1,1,1,0,5,5,4,5,0,32,1.0
24835,0.789,1,0,0,0,5,15,4,5,0,108,1.0
31237,0.624,1,0,0,2,5,4,4,5,0,151,1.0
28398,0.855,1,0,2,0,5,14,1,5,4,53,0.0
6007,0.804,1,0,2,0,5,21,1,5,4,8,0.0
3479,0.92,1,1,0,0,5,4,4,4,0,15,0.0
9099,0.624,1,1,1,0,5,2,4,5,5,77,1.0
15756,0.924,1,1,0,1,5,2,0,0,0,74,0.0
29971,0.939,1,1,2,0,5,4,2,4,0,14,1.0
3702,0.92,1,0,2,1,5,6,0,5,4,62,0.0
26024,0.92,1,0,2,0,5,18,5,5,4,164,0.0
20706,0.698,1,0,0,0,5,4,1,5,1,26,1.0
2905,0.92,1,0,2,0,5,13,1,5,0,29,0.0
18076,0.91,1,0,2,0,5,5,1,1,2,73,0.0
30287,0.624,1,0,2,0,5,7,4,5,0,12,1.0
11450,0.926,1,1,2,2,5,19,2,4,4,48,0.0
29675,0.92,1,0,2,0,5,12,3,5,3,138,0.0
4779,0.804,1,0,2,0,4,17,4,5,0,73,0.0
14765,0.897,1,0,2,2,5,7,0,5,1,64,0.0
28791,0.926,1,1,1,0,5,5,3,4,4,54,1.0
30634,0.92,1,1,0,0,5,10,4,5,2,78,1.0
2052,0.925,1,0,1,2,5,9,4,5,3,52,0.0
13577,0.55,1,0,2,0,5,16,4,5,2,18,1.0
10087,0.92,1,1,2,0,5,17,6,5,4,67,0.0
24915,0.624,1,0,0,0,5,6,0,5,0,232,1.0
33069,0.698,1,1,0,0,5,1,4,5,0,13,0.0
9300,0.91,1,0,2,0,5,13,0,5,4,29,0.0
32572,0.893,1,0,1,0,3,9,0,5,1,38,0.0
31287,0.764,1,0,2,0,5,3,7,5,0,12,0.0
33360,0.92,1,0,2,2,5,17,4,5,4,65,1.0
25971,0.767,1,0,2,0,5,18,1,5,5,14,0.0
62,0.92,1,1,0,0,5,3,4,5,0,49,0.0
31051,0.878,1,0,2,2,5,21,4,5,4,25,0.0
5620,0.624,1,0,1,0,5,4,1,5,0,82,1.0
8608,0.939,0,0,2,2,5,7,1,2,4,77,1.0
9034,0.926,1,0,2,2,5,8,3,5,1,6,1.0
6655,0.855,1,0,0,0,5,4,0,0,2,81,0.0
21468,0.624,1,0,1,2,5,5,0,0,2,6,1.0
27374,0.7959999999999999,1,1,0,1,5,4,2,5,0,53,0.0
20325,0.762,1,0,2,2,5,21,6,5,4,15,0.0
2953,0.754,1,0,2,0,5,5,1,5,2,28,0.0
11343,0.479,1,1,0,0,4,3,4,5,2,11,1.0
27137,0.624,1,1,2,0,5,21,3,5,3,24,0.0
27485,0.92,1,0,2,0,5,7,1,5,3,39,0.0
26540,0.91,1,0,2,0,5,2,1,5,0,53,0.0
20225,0.6659999999999999,1,0,2,0,5,11,4,5,1,84,1.0
29843,0.624,0,1,2,0,5,4,4,5,3,29,1.0
20182,0.887,1,1,2,3,1,21,3,4,0,14,0.0
19948,0.92,1,0,2,0,4,5,3,5,0,28,0.0
17369,0.624,1,1,0,1,5,3,4,5,5,75,0.0
22369,0.92,1,0,2,0,5,14,4,5,0,30,0.0
25641,0.624,1,0,1,0,5,13,3,5,3,154,0.0
16539,0.855,1,0,2,0,5,10,4,5,3,85,0.0
21754,0.884,1,1,2,0,0,21,5,5,1,54,0.0
24201,0.624,1,0,0,0,5,5,4,5,5,11,1.0
24320,0.754,1,1,0,0,5,6,2,5,2,8,0.0
6428,0.903,1,0,2,0,4,12,4,1,0,11,0.0
19315,0.92,1,0,2,0,4,2,1,5,0,162,0.0
25018,0.855,1,0,1,0,5,7,4,5,0,63,0.0
14865,0.897,1,1,0,0,5,2,4,5,0,29,1.0
25927,0.624,1,0,0,2,5,4,4,5,0,64,1.0
7406,0.855,1,0,2,2,5,11,4,5,1,8,0.0
29698,0.624,1,1,0,1,5,3,4,5,5,280,1.0
27355,0.92,1,0,2,0,4,6,4,5,1,18,0.0
33192,0.92,1,0,2,0,1,5,4,5,0,32,1.0
17819,0.624,1,0,0,2,5,5,4,5,0,69,0.0
6410,0.92,1,1,2,4,5,3,4,5,0,336,0.0
3465,0.92,0,0,2,0,2,3,7,5,2,13,0.0
1780,0.92,1,1,2,0,5,5,4,5,0,41,0.0
1034,0.924,1,1,2,1,5,6,4,5,5,20,0.0
10058,0.887,1,0,1,0,5,7,4,5,0,33,0.0
814,0.91,1,0,2,2,5,14,1,5,3,60,0.0
14058,0.802,1,0,2,0,2,10,7,5,4,14,0.0
29673,0.884,1,1,1,2,5,3,7,4,5,22,0.0
23711,0.698,1,0,1,0,5,19,4,5,4,24,0.0
3536,0.91,1,0,0,0,5,14,1,5,1,40,0.0
13541,0.6659999999999999,1,1,2,0,5,21,4,5,0,64,1.0
10059,0.91,1,0,2,0,5,9,3,5,0,56,0.0
758,0.802,1,0,0,2,5,16,5,5,3,46,0.0
7819,0.624,1,1,0,0,5,6,4,5,5,12,0.0
12564,0.887,1,1,2,0,4,15,4,5,4,12,0.0
19483,0.897,1,0,2,2,5,2,4,5,0,45,0.0
8365,0.624,1,0,0,0,5,5,7,0,1,144,1.0
32018,0.92,1,0,2,0,5,21,4,4,4,50,1.0
31631,0.92,1,0,2,0,5,6,4,1,0,29,0.0
10888,0.925,1,0,2,2,2,14,5,4,3,112,0.0
9864,0.55,1,1,2,1,5,7,4,5,5,86,1.0
29349,0.92,1,0,2,2,4,21,3,5,0,22,0.0
32326,0.804,1,0,2,2,5,4,4,5,3,148,0.0
15604,0.5579999999999999,1,1,2,0,5,1,1,5,0,92,0.0
12900,0.836,1,0,2,2,5,21,1,5,0,5,0.0
4964,0.925,1,0,2,0,5,6,4,3,0,112,0.0
27449,0.91,0,0,2,0,5,9,4,5,4,94,0.0
16938,0.8270000000000001,1,0,2,0,5,15,1,5,0,114,0.0
19735,0.926,1,0,2,2,5,21,4,5,4,17,0.0
7221,0.92,1,0,2,0,0,4,1,0,3,11,0.0
29512,0.924,1,1,0,0,0,5,4,5,5,55,0.0
24656,0.92,1,0,0,0,5,3,3,5,0,26,0.0
6513,0.5579999999999999,1,0,2,1,5,6,7,5,0,30,0.0
11160,0.855,1,0,2,2,5,16,2,5,0,192,0.0
14608,0.624,1,1,0,0,5,0,4,5,5,30,0.0
569,0.92,1,0,2,0,5,12,5,5,4,24,0.0
7068,0.92,1,1,2,0,5,21,4,5,4,17,0.0
32792,0.92,1,0,2,2,5,21,1,5,0,28,0.0
21708,0.754,1,0,0,2,5,4,4,5,3,82,0.0
14490,0.91,1,0,2,2,5,21,1,2,4,30,0.0
22182,0.764,1,0,1,2,5,3,4,5,2,43,1.0
12571,0.893,1,0,2,0,5,9,1,5,4,70,0.0
19531,0.926,1,0,2,2,5,21,4,5,0,50,0.0
6858,0.91,1,0,2,0,5,6,5,5,2,125,0.0
24041,0.624,1,0,2,2,5,7,2,5,4,17,1.0
27333,0.925,1,0,2,4,5,7,7,5,0,34,0.0
23591,0.899,1,0,1,0,5,21,1,5,1,83,1.0
27556,0.92,1,0,2,0,5,21,1,1,1,6,0.0
15328,0.789,1,1,0,0,5,1,3,5,0,3,0.0
5740,0.899,1,0,2,0,2,15,7,5,4,45,0.0
14472,0.624,1,1,0,0,5,19,4,5,0,46,1.0
22585,0.624,1,1,2,0,5,2,2,5,0,17,0.0
9738,0.624,1,0,2,0,5,13,4,5,2,77,1.0
27567,0.92,1,0,2,1,5,21,7,5,2,67,0.0
19292,0.698,1,1,2,0,5,4,1,4,0,25,0.0
17419,0.802,0,0,1,0,5,11,2,5,0,174,0.0
23754,0.624,1,1,0,0,5,0,4,5,5,308,1.0
22927,0.913,1,0,2,0,5,15,7,5,2,9,1.0
26797,0.92,1,1,0,0,5,2,4,5,5,42,1.0
30503,0.624,1,1,1,1,5,2,4,5,5,100,1.0
21294,0.698,1,1,1,0,5,2,7,5,0,98,1.0
4853,0.7659999999999999,1,1,0,0,5,4,4,5,1,168,1.0
13121,0.92,1,0,2,0,5,14,7,5,0,90,0.0
26112,0.92,1,0,2,0,5,21,3,5,4,143,0.0
3813,0.926,1,1,0,1,5,3,4,5,5,74,0.0
8223,0.698,1,0,2,2,5,21,4,5,0,89,0.0
964,0.762,1,0,2,0,5,19,4,5,0,64,1.0
16182,0.92,1,0,2,0,5,5,3,5,0,16,0.0
1548,0.5579999999999999,1,0,2,0,5,3,7,0,5,61,1.0
20748,0.897,1,0,2,2,5,8,4,5,0,27,0.0
15151,0.91,1,0,2,2,5,0,2,5,0,33,0.0
269,0.92,2,0,2,0,5,11,4,5,0,31,1.0
2078,0.887,1,0,2,0,5,15,2,5,2,107,1.0
12714,0.754,1,0,2,0,5,21,4,5,4,134,0.0
783,0.92,1,0,2,0,5,6,2,5,0,84,0.0
31474,0.745,1,1,0,0,5,3,4,5,5,91,0.0
29382,0.92,1,0,2,0,5,21,4,5,0,112,1.0
29386,0.727,1,1,1,0,5,4,4,5,0,44,1.0
26906,0.92,1,0,2,2,5,21,4,1,4,59,0.0
16582,0.91,1,0,2,0,5,21,4,5,1,161,0.0
14417,0.92,1,0,2,0,0,21,3,5,3,72,0.0
23690,0.92,1,0,2,0,5,4,4,5,0,39,0.0
13146,0.866,1,1,2,2,5,5,5,4,0,103,1.0
23848,0.624,1,1,0,0,5,2,4,4,5,39,0.0
30741,0.92,0,0,2,0,2,21,4,2,0,84,0.0
13912,0.92,1,0,2,0,5,4,1,5,0,27,0.0
5901,0.7659999999999999,1,0,2,0,5,6,2,5,1,33,0.0
20124,0.92,1,0,2,0,5,21,1,5,0,28,0.0
10937,0.92,1,0,2,0,5,21,2,4,4,33,0.0
24764,0.92,1,0,2,0,5,5,4,5,0,92,0.0
13463,0.897,1,1,0,0,5,6,4,5,0,17,1.0
14878,0.91,1,0,2,0,5,15,1,5,0,51,0.0
19192,0.92,1,0,2,0,5,4,4,5,0,35,1.0
4156,0.92,0,0,2,0,5,3,4,5,5,28,0.0
12153,0.926,0,1,2,1,5,2,4,5,1,23,0.0
31239,0.926,1,0,1,0,5,19,3,5,4,41,0.0
23902,0.893,1,0,2,2,5,18,7,5,0,21,0.0
4893,0.624,1,0,0,2,5,4,4,5,0,35,1.0
21179,0.767,1,1,2,0,5,10,4,5,5,52,0.0
11911,0.92,1,0,1,0,5,19,2,5,0,68,0.0
12615,0.55,1,0,2,0,5,5,1,5,0,228,1.0
19040,0.91,1,1,0,2,5,4,4,5,0,50,0.0
10183,0.92,0,0,2,2,5,11,5,5,2,122,0.0
30042,0.92,0,1,0,2,5,11,4,5,0,58,0.0
14370,0.92,2,1,2,0,5,4,4,5,0,176,0.0
5792,0.855,1,0,0,0,5,9,7,1,0,3,0.0
8720,0.92,1,0,2,0,5,21,4,5,2,147,0.0
17042,0.92,1,1,0,0,5,4,4,5,1,39,1.0
23696,0.624,1,0,0,0,4,21,4,5,4,47,0.0
19443,0.762,1,1,0,0,5,5,4,5,2,49,0.0
15676,0.895,1,0,0,2,5,4,4,1,1,13,1.0
24351,0.624,1,0,2,0,5,5,3,5,5,298,1.0
751,0.624,1,0,2,0,5,8,5,5,0,37,0.0
2577,0.897,1,1,0,0,5,5,4,5,5,40,0.0
3538,0.92,1,0,2,0,2,21,3,5,4,86,0.0
22590,0.624,1,0,2,0,2,7,4,5,4,36,1.0
3887,0.92,0,0,2,3,5,13,6,5,0,11,0.0
12122,0.698,1,0,0,1,5,3,4,4,1,53,0.0
16535,0.794,1,0,2,0,5,5,1,5,0,84,0.0
17916,0.754,1,0,0,0,5,4,7,5,0,15,0.0
32811,0.527,1,0,0,0,5,4,4,5,0,104,0.0
31539,0.949,1,0,2,0,5,10,0,5,4,19,0.0
19507,0.698,1,1,2,1,5,3,4,5,5,96,0.0
20061,0.899,1,0,2,0,4,8,4,5,4,54,0.0
7244,0.8270000000000001,1,0,1,1,5,3,1,2,4,116,0.0
2720,0.926,1,0,2,2,5,7,7,0,0,4,0.0
6066,0.92,1,0,2,2,5,21,4,5,4,96,0.0
9662,0.893,1,0,2,2,5,21,4,5,0,67,0.0
4179,0.92,1,0,2,0,0,17,3,5,3,59,0.0
29249,0.624,1,0,2,0,5,2,4,5,1,214,0.0
13391,0.84,1,0,2,0,5,3,7,5,5,63,0.0
14834,0.92,1,0,0,0,5,2,7,5,0,33,0.0
32114,0.92,1,1,0,2,5,9,4,5,4,55,1.0
14580,0.939,2,1,0,1,5,3,1,5,2,17,0.0
26803,0.698,1,1,2,4,5,1,4,5,5,34,0.0
8415,0.92,1,0,2,0,5,21,1,5,0,101,0.0
3794,0.92,1,0,0,0,5,21,7,1,4,50,0.0
30176,0.691,1,0,0,0,5,9,5,5,1,96,0.0
14303,0.926,1,0,1,0,5,11,4,5,3,61,1.0
25708,0.926,1,1,0,0,5,6,4,2,0,51,1.0
252,0.92,1,0,2,0,5,11,2,5,0,26,0.0
33197,0.624,1,1,0,0,5,4,4,5,5,22,1.0
4344,0.698,1,0,2,0,5,16,2,5,0,14,0.0
3759,0.897,1,0,2,2,5,21,5,5,1,18,0.0
2731,0.624,1,0,2,0,5,0,3,5,0,38,1.0
12575,0.804,1,0,2,0,5,21,5,5,0,99,0.0
20879,0.939,1,1,1,1,5,4,1,5,5,7,0.0
9541,0.92,1,0,2,0,2,15,4,5,0,154,0.0
22654,0.836,1,0,2,0,5,5,4,5,0,8,0.0
24068,0.624,1,0,2,0,5,3,0,4,0,7,1.0
18671,0.624,1,1,2,4,5,4,4,5,5,6,1.0
19581,0.624,1,0,0,0,5,6,1,5,0,242,0.0
1975,0.698,1,0,2,0,5,9,3,5,0,109,0.0
26169,0.624,1,0,2,0,5,6,1,5,0,50,1.0
30426,0.624,1,1,0,0,5,3,4,5,5,106,1.0
25707,0.924,1,0,0,0,5,5,4,5,0,9,0.0
20351,0.804,1,0,2,2,5,5,1,5,0,48,0.0
4468,0.92,1,0,2,0,5,21,4,5,1,22,0.0
9657,0.767,1,0,2,0,5,3,0,1,0,22,0.0
9033,0.789,0,1,2,0,5,0,4,5,0,43,1.0
25396,0.92,1,0,2,2,5,17,4,5,0,23,0.0
30079,0.92,1,0,2,0,5,15,6,5,1,92,0.0
32292,0.754,0,0,1,0,5,8,4,5,2,57,1.0
16121,0.92,1,0,1,0,5,4,4,5,0,163,1.0
19861,0.926,1,1,2,1,5,5,4,5,5,48,0.0
13328,0.624,1,0,2,0,5,14,3,5,0,78,1.0
543,0.893,0,0,2,0,5,7,4,5,1,11,0.0
10295,0.913,1,0,2,1,5,21,2,5,2,46,0.0
24561,0.92,1,0,2,2,5,21,4,5,4,91,0.0
27461,0.92,1,0,2,2,5,18,4,1,4,59,0.0
31399,0.682,1,0,2,0,5,14,4,5,3,51,0.0
12032,0.897,1,0,2,2,5,21,4,5,4,63,0.0
10031,0.92,1,0,2,0,5,8,7,0,0,90,0.0
21660,0.8270000000000001,1,0,0,1,5,7,2,5,0,77,0.0
3155,0.92,1,0,2,2,5,21,2,5,4,126,0.0
27038,0.92,0,1,2,0,2,20,4,5,4,56,1.0
5431,0.624,1,1,0,1,5,3,4,5,5,34,0.0
13433,0.926,1,0,2,2,1,7,2,5,3,34,0.0
16929,0.92,1,0,2,2,4,15,2,5,3,43,0.0
12499,0.884,1,0,2,0,5,15,5,5,4,70,0.0
31842,0.698,0,0,2,2,5,12,4,5,2,6,0.0
15547,0.897,1,0,2,2,5,7,3,5,3,42,0.0
20398,0.624,1,0,2,2,5,9,1,5,0,150,0.0
12821,0.55,1,0,2,0,5,5,4,5,1,102,1.0
3853,0.92,1,0,2,2,5,4,4,5,0,39,1.0
12556,0.926,0,1,0,2,5,10,4,4,0,196,0.0
26177,0.802,1,1,2,0,5,21,0,5,0,316,0.0
8067,0.89,1,0,2,2,5,14,2,5,4,27,0.0
9403,0.92,1,0,2,0,0,16,4,5,2,8,0.0
13112,0.926,1,0,2,4,5,21,4,5,0,18,0.0
12486,0.767,0,0,2,2,5,6,4,5,2,29,1.0
8796,0.92,1,0,2,0,5,5,7,5,0,21,0.0
7687,0.925,1,0,2,0,5,21,2,5,0,86,0.0
6559,0.767,1,1,1,2,5,4,4,5,1,74,1.0
3352,0.645,1,0,2,2,5,9,4,5,1,11,0.0
17940,0.926,1,1,2,2,5,13,4,5,5,6,0.0
32321,0.91,1,0,2,0,0,0,4,2,0,13,0.0
14165,0.925,1,0,2,2,4,9,0,0,0,52,0.0
27889,0.92,1,0,2,0,0,16,4,5,4,3,0.0
28017,0.624,1,0,2,0,5,16,4,5,4,128,0.0
30377,0.624,1,0,2,0,5,5,7,3,0,88,1.0
9748,0.92,1,0,1,3,5,21,1,5,4,52,0.0
29692,0.92,1,0,2,2,5,21,2,5,0,79,0.0
25448,0.727,1,0,0,0,5,7,4,5,4,24,0.0
28345,0.92,1,0,2,0,5,6,0,5,1,292,0.0
16375,0.624,1,0,0,2,5,0,0,5,0,4,0.0
607,0.926,1,0,2,0,5,13,4,5,3,42,0.0
5952,0.624,1,0,2,2,5,20,3,5,4,54,1.0
25604,0.92,1,1,2,0,1,11,4,5,1,78,1.0
18993,0.624,1,1,0,1,5,5,4,1,0,316,1.0
9984,0.698,1,1,2,1,5,3,4,5,0,13,0.0
142,0.92,1,0,2,0,4,21,1,5,2,106,0.0
4747,0.802,1,0,2,0,5,21,4,5,4,75,1.0
33244,0.92,1,0,1,0,5,8,2,5,3,85,0.0
32209,0.91,1,1,2,3,5,5,2,4,0,128,0.0
3005,0.624,1,0,2,0,5,8,7,0,0,20,1.0
24322,0.743,1,0,2,2,5,21,6,5,1,135,0.0
26705,0.92,1,0,2,0,5,6,3,4,1,21,0.0
12487,0.924,1,0,2,0,2,3,5,5,1,3,0.0
19175,0.624,1,1,0,0,5,7,4,5,0,224,0.0
33357,0.91,1,0,2,0,5,4,1,5,0,18,0.0
22119,0.762,1,0,0,0,5,3,1,5,1,83,0.0
29990,0.924,1,0,2,0,5,21,0,1,1,74,0.0
15370,0.804,1,0,2,0,5,9,4,5,1,112,0.0
17937,0.624,1,1,0,1,5,5,4,5,5,165,0.0
23613,0.92,1,0,2,0,1,21,4,5,4,78,1.0
4216,0.91,1,0,2,0,5,21,1,5,0,28,0.0
25530,0.6659999999999999,1,1,2,3,1,21,4,5,4,112,0.0
7235,0.926,1,0,2,1,5,19,4,1,2,19,0.0
14976,0.804,1,0,2,0,5,10,4,5,5,9,1.0
15502,0.855,1,0,2,0,5,8,4,1,4,23,0.0
2069,0.926,0,0,2,2,2,21,7,5,4,66,0.0
33139,0.698,1,1,2,2,5,5,4,5,0,46,1.0
9468,0.92,0,0,2,2,0,4,4,2,3,54,0.0
25820,0.92,1,0,2,0,2,19,3,5,0,145,1.0
18401,0.55,1,0,2,0,5,5,0,5,2,29,1.0
28970,0.92,1,1,0,1,5,5,4,5,0,106,1.0
50,0.92,1,0,2,3,5,21,3,5,0,79,1.0
